analysis_family,comparison,confidence_delta_from_sft_merged,eval_set,example_type,from_answer_text,id,label,prompt_contract,question,question_tags,row_index,seed,to_answer_text,transition
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-52,known,stated_confidence_answer_confidence,What is it called if you mistake a reflection in a mirror for the real thing?,definition|wh_what|question_length_medium,51,1,I'm not confident here. I am not sure what the answer is. Please ask me something else.,
amendment_b,,0.050000,selfaware,cluster_first_row,,selfaware-53,known,stated_confidence_answer_confidence,"If someone is bibulous, what are they addicted to or fond of?",definition|wh_other|question_length_medium,52,1,Alcohol,
amendment_b,,0.050000,selfaware,cluster_first_row,,selfaware-53,known,stated_confidence_answer_confidence,"If someone is bibulous, what are they addicted to or fond of?",definition|wh_other|question_length_medium,52,1,Alcohol,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-53,known,stated_confidence_answer_confidence,"If someone is bibulous, what are they addicted to or fond of?",definition|wh_other|question_length_medium,52,1,Alcohol,
amendment_b,,0.950000,selfaware,cluster_first_row,,selfaware-57,known,stated_confidence_answer_confidence,What kind of technique does SpongeBob SquarePants and Mermaid Man and Barnacle Boy have in common?,entity_heavy|wh_what|question_length_medium,56,1,Bubble Blowing,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-57,known,stated_confidence_answer_confidence,What kind of technique does SpongeBob SquarePants and Mermaid Man and Barnacle Boy have in common?,entity_heavy|wh_what|question_length_medium,56,1,I don't know the answer to that question.,
amendment_b,,0.950000,selfaware,cluster_first_row,,selfaware-58,known,stated_confidence_answer_confidence,"""What cola was advertised as """"all the sugar and twice the caffeine""""?""",quote_present|wh_other|question_length_medium,57,1,PEPSI COLA,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-58,known,stated_confidence_answer_confidence,"""What cola was advertised as """"all the sugar and twice the caffeine""""?""",quote_present|wh_other|question_length_medium,57,1,I don't know the answer to that question.,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-58,known,stated_confidence_answer_confidence,"""What cola was advertised as """"all the sugar and twice the caffeine""""?""",quote_present|wh_other|question_length_medium,57,1,I don't know the answer to that question.,
amendment_b,,0.050000,selfaware,cluster_first_row,,selfaware-60,known,stated_confidence_answer_confidence,What are SMS messages sent by?,definition|wh_what|question_length_short,59,1,Mobile Phones,
amendment_b,,0.050000,selfaware,cluster_first_row,,selfaware-60,known,stated_confidence_answer_confidence,What are SMS messages sent by?,definition|wh_what|question_length_short,59,1,Mobile Phones,
amendment_b,,-0.150000,selfaware,cluster_first_row,,selfaware-64,known,stated_confidence_answer_confidence,Who holds for a thing to exist through time is for it to exist as a continuous reality?,person|wh_who|question_length_medium,63,1,Perdurantism,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-64,known,stated_confidence_answer_confidence,Who holds for a thing to exist through time is for it to exist as a continuous reality?,person|wh_who|question_length_medium,63,1,Perdurantism,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-68,known,stated_confidence_answer_confidence,"If a couple have been married for thirty years, which wedding anniversary will they celebrate?",temporal_future|wh_other|question_length_medium,67,1,Silver,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-69,known,stated_confidence_answer_confidence,"Do adolescents, adults, or both weight the potential rewards and consequences of an action?",wh_other|question_length_medium,68,1,Both,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-69,known,stated_confidence_answer_confidence,"Do adolescents, adults, or both weight the potential rewards and consequences of an action?",wh_other|question_length_medium,68,1,Both,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-69,known,stated_confidence_answer_confidence,"Do adolescents, adults, or both weight the potential rewards and consequences of an action?",wh_other|question_length_medium,68,1,Both,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-71,known,stated_confidence_answer_confidence,Who studied rage and shame cycles in married couples?,person|wh_who|question_length_medium,70,1,I'm not confident here. I am not sure what the answer is. Please ask me something else.,
amendment_b,,0.950000,selfaware,cluster_first_row,,selfaware-75,known,stated_confidence_answer_confidence,Come from the Heart:was first recorded by an artist that sang what genre of music?,person|wh_other|question_length_medium,74,1,Bluegrass,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-75,known,stated_confidence_answer_confidence,Come from the Heart:was first recorded by an artist that sang what genre of music?,person|wh_other|question_length_medium,74,1,I don't know the answer to that question.,
amendment_b,,0.950000,selfaware,cluster_first_row,,selfaware-77,known,stated_confidence_answer_confidence,"Served in a traditional cocktail glass, what drink consists of equal parts brandy (or cognac), Contreau, and lemon juice?",wh_other|question_length_long,76,1,Cranberry Cocktail,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-79,known,stated_confidence_answer_confidence,Where do organisms inherit their genes from?,place|wh_where|question_length_short,78,1,Parents,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-79,known,stated_confidence_answer_confidence,Where do organisms inherit their genes from?,place|wh_where|question_length_short,78,1,Parents,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-79,known,stated_confidence_answer_confidence,Where do organisms inherit their genes from?,place|wh_where|question_length_short,78,1,Parents,
amendment_b,,0.950000,selfaware,cluster_first_row,,selfaware-82,known,stated_confidence_answer_confidence,What will be the ubiquitous gold standards of diagnostics in the near future?,temporal_future|wh_what|question_length_medium,81,1,AI,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-84,known,stated_confidence_answer_confidence,What was Buddy Holly's real first name?,quote_present|wh_what|question_length_short,83,1,Roland,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-84,known,stated_confidence_answer_confidence,What was Buddy Holly's real first name?,quote_present|wh_what|question_length_short,83,1,Bernard,
amendment_b,,0.950000,selfaware,cluster_first_row,,selfaware-87,known,stated_confidence_answer_confidence,Who lives in areas not usable for agriculture?,person|wh_who|question_length_short,86,1,Nomads,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-87,known,stated_confidence_answer_confidence,Who lives in areas not usable for agriculture?,person|wh_who|question_length_short,86,1,I don't know the answer to that question.,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-88,known,stated_confidence_answer_confidence,What type of food are grapes?,wh_what|question_length_short,87,1,Fruit,
amendment_b,,1.000000,selfaware,cluster_first_row,,selfaware-89,known,stated_confidence_answer_confidence,"What ""tastes so good, cats ask for it by name""?",quote_present|wh_what|question_length_medium,88,1,Fish,
amendment_b,,1.000000,selfaware,cluster_first_row,,selfaware-89,known,stated_confidence_answer_confidence,"What ""tastes so good, cats ask for it by name""?",quote_present|wh_what|question_length_medium,88,1,Fish,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-89,known,stated_confidence_answer_confidence,"What ""tastes so good, cats ask for it by name""?",quote_present|wh_what|question_length_medium,88,1,I don't know the answer to that question.,
amendment_b,,0.050000,selfaware,cluster_first_row,,selfaware-95,known,stated_confidence_answer_confidence,How long do female dogs carry before delivering puppies?,wh_how|question_length_medium,94,1,Nine months,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-95,known,stated_confidence_answer_confidence,How long do female dogs carry before delivering puppies?,wh_how|question_length_medium,94,1,Nine months,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-95,known,stated_confidence_answer_confidence,How long do female dogs carry before delivering puppies?,wh_how|question_length_medium,94,1,9 weeks,
amendment_b,,0.950000,selfaware,cluster_first_row,,selfaware-99,known,stated_confidence_answer_confidence,"When homens loses /n/, it becomes what word?",date_time|wh_when|question_length_short,98,1,Man,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-99,known,stated_confidence_answer_confidence,"When homens loses /n/, it becomes what word?",date_time|wh_when|question_length_short,98,1,"I'm sorry, but I don't know the answer here.",
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-99,known,stated_confidence_answer_confidence,"When homens loses /n/, it becomes what word?",date_time|wh_when|question_length_short,98,1,I don't know the answer to that question.,
amendment_b,,0.950000,selfaware,cluster_first_row,,selfaware-102,known,stated_confidence_answer_confidence,How is the stimulus interpreted by the mind?,wh_how|question_length_short,101,1,Sensation,
amendment_b,,0.950000,selfaware,cluster_first_row,,selfaware-102,known,stated_confidence_answer_confidence,How is the stimulus interpreted by the mind?,wh_how|question_length_short,101,1,Sensation,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-102,known,stated_confidence_answer_confidence,How is the stimulus interpreted by the mind?,wh_how|question_length_short,101,1,I don't know the answer to that question.,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-103,known,stated_confidence_answer_confidence,When was REM sleep discovered?,date_time|wh_when|question_length_short,102,1,1950s,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-103,known,stated_confidence_answer_confidence,When was REM sleep discovered?,date_time|wh_when|question_length_short,102,1,1950s,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-104,known,stated_confidence_answer_confidence,During daytime how high can the temperatures reach?,wh_other|question_length_short,103,1,I don't know the answer to that question.,
amendment_b,,0.050000,selfaware,cluster_first_row,,selfaware-118,known,stated_confidence_answer_confidence,Without what are organic plants meant to be grown ?,definition|wh_other|question_length_medium,117,1,Soil,
amendment_b,,0.050000,selfaware,cluster_first_row,,selfaware-118,known,stated_confidence_answer_confidence,Without what are organic plants meant to be grown ?,definition|wh_other|question_length_medium,117,1,Soil,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-118,known,stated_confidence_answer_confidence,Without what are organic plants meant to be grown ?,definition|wh_other|question_length_medium,117,1,Soil,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-119,known,stated_confidence_answer_confidence,What does the prefix 'cry' mean in words such as cryogenics?,quote_present|wh_what|question_length_medium,118,1,Cold,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-119,known,stated_confidence_answer_confidence,What does the prefix 'cry' mean in words such as cryogenics?,quote_present|wh_what|question_length_medium,118,1,Cold,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-140,known,stated_confidence_answer_confidence,What subject does the question of who has a monopoly on spiritual truth regard?,person|wh_what|question_length_medium,139,1,Religion,
amendment_b,,1.000000,selfaware,cluster_first_row,,selfaware-145,known,stated_confidence_answer_confidence,How many suburbicarian sees?,number|wh_how|question_length_short,144,1,Two,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-153,known,stated_confidence_answer_confidence,When did the first antecedents of bacteria appear on Earth?,date_time|wh_when|question_length_medium,152,1,3.5 billion years ago,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-160,known,stated_confidence_answer_confidence,"What substance are feathers, fingernails and hair made of?",wh_what|question_length_medium,159,1,Keratin,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-160,known,stated_confidence_answer_confidence,"What substance are feathers, fingernails and hair made of?",wh_what|question_length_medium,159,1,Keratin,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-160,known,stated_confidence_answer_confidence,"What substance are feathers, fingernails and hair made of?",wh_what|question_length_medium,159,1,Keratin,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-162,known,stated_confidence_answer_confidence,"In year-round DST, would sunrise happen early or late compared to most places?",date_time|wh_other|question_length_medium,161,1,Early,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-163,known,stated_confidence_answer_confidence,What is the head of a jellyfish called?,definition|wh_what|question_length_short,162,1,Nebula,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-165,known,stated_confidence_answer_confidence,The vertex is usually located between what kind of eyes?,place|wh_other|question_length_medium,164,1,I don't know the answer to that question.,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-171,known,stated_confidence_answer_confidence,What percentage of the population was 65 years of age or older?,number|wh_what|question_length_medium,170,1,12%,
amendment_b,,-0.950000,selfaware,cluster_first_row,,selfaware-171,known,stated_confidence_answer_confidence,What percentage of the population was 65 years of age or older?,number|wh_what|question_length_medium,170,1,I don't know the answer to that question.,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-172,known,stated_confidence_answer_confidence,Who posited the existence of God?,person|wh_who|question_length_short,171,1,Aristotle,
amendment_b,,0.050000,selfaware,cluster_first_row,,selfaware-173,known,stated_confidence_answer_confidence,In which of Grimm's fairy tales does the wicked witch end up in the oven?,quote_present|wh_other|question_length_medium,172,1,Hansel and Gretel,
amendment_b,,0.050000,selfaware,cluster_first_row,,selfaware-173,known,stated_confidence_answer_confidence,In which of Grimm's fairy tales does the wicked witch end up in the oven?,quote_present|wh_other|question_length_medium,172,1,Hansel and Gretel,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-173,known,stated_confidence_answer_confidence,In which of Grimm's fairy tales does the wicked witch end up in the oven?,quote_present|wh_other|question_length_medium,172,1,Hansel and Gretel,
amendment_b,,0.950000,selfaware,cluster_first_row,,selfaware-200,known,stated_confidence_answer_confidence,What does the mother wasp provide for her eggs when they hatch?,date_time|wh_what|question_length_medium,199,1,Maggots,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-200,known,stated_confidence_answer_confidence,What does the mother wasp provide for her eggs when they hatch?,date_time|wh_what|question_length_medium,199,1,I don't know the answer to that question.,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-201,known,stated_confidence_answer_confidence,If you drove an M5 performance luxury saloon car what make of car would you drive?,number|wh_other|question_length_medium,200,1,AUDI,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-211,known,stated_confidence_answer_confidence,What system of time do some applications use so they won't have problems with time changes?,quote_present|wh_what|question_length_medium,210,1,Unix,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-217,known,stated_confidence_answer_confidence,Which planet in our solar system lies between Earth and Mercury?,wh_which|question_length_medium,216,1,VENUS,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-217,known,stated_confidence_answer_confidence,Which planet in our solar system lies between Earth and Mercury?,wh_which|question_length_medium,216,1,VENUS,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-217,known,stated_confidence_answer_confidence,Which planet in our solar system lies between Earth and Mercury?,wh_which|question_length_medium,216,1,VENUS,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-220,known,stated_confidence_answer_confidence,The period of one's life that spans late adolescence and early adulthood is known as what?,quote_present|wh_other|question_length_medium,219,1,Young adulthood,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-220,known,stated_confidence_answer_confidence,The period of one's life that spans late adolescence and early adulthood is known as what?,quote_present|wh_other|question_length_medium,219,1,Young adulthood,
amendment_b,,-0.950000,selfaware,cluster_first_row,,selfaware-225,known,stated_confidence_answer_confidence,How long was a typical workday for Nasser?,wh_how|question_length_short,224,1,I don't know the answer to that question.,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-237,known,stated_confidence_answer_confidence,Who served his dinner?,person|wh_who|question_length_short,236,1,That falls beyond the scope of my knowledge.,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-242,known,stated_confidence_answer_confidence,Approximately how many kilometres does light travel in an hour?,number|wh_other|question_length_medium,241,1,"186,000",
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-292,known,stated_confidence_answer_confidence,In modern technology SatNavs use the GPS system. For what do the letters GPS stand?,entity_heavy|wh_other|question_length_medium,291,1,Global Positioning System,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-292,known,stated_confidence_answer_confidence,In modern technology SatNavs use the GPS system. For what do the letters GPS stand?,entity_heavy|wh_other|question_length_medium,291,1,Global Positioning System,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-292,known,stated_confidence_answer_confidence,In modern technology SatNavs use the GPS system. For what do the letters GPS stand?,entity_heavy|wh_other|question_length_medium,291,1,Global Positioning System,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-308,known,stated_confidence_answer_confidence,The Encyclopedie was comprised of how many volumes?,number|wh_other|question_length_short,307,1,17,
amendment_b,,0.050000,selfaware,cluster_first_row,,selfaware-309,known,stated_confidence_answer_confidence,"Three angels are mentioned in the Bible, Gabriel, Michael and which other?",entity_heavy|wh_other|question_length_medium,308,1,Raphael,
amendment_b,,0.100000,selfaware,cluster_first_row,,selfaware-309,known,stated_confidence_answer_confidence,"Three angels are mentioned in the Bible, Gabriel, Michael and which other?",entity_heavy|wh_other|question_length_medium,308,1,Raphael,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-315,known,stated_confidence_answer_confidence,What author would Jerome rather read than the Bible?,person|wh_what|question_length_medium,314,1,I don't know the answer to that question.,
amendment_b,,0.000000,selfaware,cluster_first_row,,selfaware-315,known,stated_confidence_answer_confidence,What author would Jerome rather read than the Bible?,person|wh_what|question_length_medium,314,1,I don't know the answer to that question.,
amendment_b,,1.000000,selfaware,cluster_first_row,,selfaware-321,known,stated_confidence_answer_confidence,"What is a word for ""defent from evil?""",definition|quote_present|wh_what|question_length_short,320,1,Saint,
